"","mgi_symbol","hsapiens_homolog_associated_gene_name","Frequency","% of Myh11 TFs that bind Mouse gene’s PPR","Number_UNIQUE_Myh11_TFs"
"197","Gsk3b","GSK3B",6981,9.28732023361315,NA
"198","Isoc1","ISOC1",6646,8.84164593505129,NA
"199","Adamts19","ADAMTS19",7736,10.291750369178,NA
"200","Peli3","PELI3",7369,9.80350419732063,NA
"201","Nr1i2","NR1I2",6878,9.15029201644339,NA
"202","1700029F12Rik","",8836,11.7551585137095,NA
"203","Fxn","FXN",7290,9.69840488512246,NA
"204","Ccdc178","CCDC178",9362,12.4549336810036,NA
"205","Cntnap3","CNTNAP3",7713,10.2611518352468,NA
"206","Cntnap3","CNTNAP3B",7713,10.2611518352468,NA
"207","Cntnap3","CNTNAP3C",7713,10.2611518352468,NA
"208","Snx6","SNX6",9575,12.7383027126266,NA
"209","Nde1","NDE1",9195,12.2327617172429,NA
"210","Mrpl11","MRPL11",8813,11.7245599797784,NA
"211","Ofcc1","",10228,13.6070350020621,NA
"212","Npas4","NPAS4",5197,6.91393829739114,NA
"213","Fam169a","FAM169A",10453,13.9063684861708,NA
"214","Arel1","AREL1",13823,18.3897188925991,NA
"215","Pip5k1b","PIP5K1B",6225,8.28155972700786,NA
"216","Minar2","MINAR2",9465,12.5919618981734,NA
"217","Spata31","SPATA31A7",6059,8.06071813428765,NA
"218","Spata31","SPATA31C2",6059,8.06071813428765,NA
"219","Spata31","SPATA31A3",6059,8.06071813428765,NA
"220","Spata31","SPATA31A5",6059,8.06071813428765,NA
"221","Spata31","SPATA31A6",6059,8.06071813428765,NA
"222","Spata31","SPATA31A1",6059,8.06071813428765,NA
"223","Tiam1","TIAM1",15384,20.4664280867934,NA
"224","Chsy3","CHSY3",7519,10.0030598533931,NA
"225","Spata31d1c","",8500,11.3081538441071,NA
"226","Nsa2","NSA2",8938,11.8908563598388,NA
"227","Gm4951","",6281,8.35606050527492,NA
"228","Gm4841","",6060,8.06204850532814,NA
"229","Tmem252","TMEM252",6406,8.52235688533532,NA
"230","F830016B08Rik","",7783,10.3542778080807,NA
"231","Pgm5","PGM5",8146,10.8372024957761,NA
"232","Asxl3","ASXL3",7579,10.0828821158221,NA
"233","Mfsd14b","MFSD14B",8474,11.2735641970546,NA
"234","Dync1h1","DYNC1H1",6884,9.15827424268628,NA
"235","Foxd4","FOXD4L6",7871,10.4713504596432,NA
"236","Foxd4","FOXD4L4",7871,10.4713504596432,NA
"237","Foxd4","FOXD4",7871,10.4713504596432,NA
"238","Foxd4","FOXD4L1",7871,10.4713504596432,NA
"239","Foxd4","FOXD4L5",7871,10.4713504596432,NA
"240","Foxd4","FOXD4L3",7871,10.4713504596432,NA
"241","Nrap","NRAP",6561,8.72856439661022,NA
"242","Iigp1","",8403,11.1791078531803,NA
"243","Smim3","SMIM3",7165,9.53210850506206,NA
"244","Dctn4","DCTN4",7100,9.44563438743065,NA
"245","Epdr1","EPDR1",6453,8.58488432423803,NA
"246","Tfap2a","TFAP2A",8245,10.9689092287839,NA
"247","Cfl2","CFL2",8761,11.6553806856732,NA
"248","Cfap91","CFAP91",8326,11.076669283063,NA
"249","Cfap91","",8326,11.076669283063,NA
"250","1700001K19Rik","",9399,12.5041574095015,NA
"251","Nol4","NOL4",7897,10.5059401066958,NA
"252","Fcf1","FCF1",8900,11.8403022603004,NA
"253","Cox17","COX17",7629,10.1494006678463,NA
"254","Sfrp4","SFRP4",6651,8.8482977902537,NA
"255","Sod1","SOD1",8230,10.9489536631767,NA
"256","Baz1a","BAZ1A",14705,19.5631061503053,NA
"257","Popdc2","POPDC2",5893,7.83987654156744,NA
"258","Nlrp4f","NLRP4",9091,12.0944031290327,NA
"259","Pla1a","PLA1A",8367,11.1312144957229,NA
"260","Rbm22","RBM22",7944,10.5684675455985,NA
"261","Adprh","ADPRH",5919,7.87446618862001,NA
"262","Cd80","CD80",6650,8.84696741921322,NA
"263","Myoz3","MYOZ3",7409,9.85671903893996,NA
"264","Hsp90aa1","",10051,13.3715593278966,NA
"265","Gcnt2","GCNT2",17830,23.7205156518153,NA
"266","Timmdc1","TIMMDC1",8680,11.5476206313941,NA
"267","Synpo","SYNPO",11607,15.4416166668884,NA
"268","Poglut1","POGLUT1",9337,12.4216744049916,NA
"269","Ndst1","NDST1",13650,18.1595647025956,NA
"270","Zfp369","ZNF274",9396,12.5001662963801,NA
"271","Scaf4","SCAF4",9601,12.7728923596791,NA
"272","2700097O09Rik","",9409,12.5174611199063,NA
"273","Rps14","RPS14",12545,16.6895047028616,NA
"274","Nme8","NME8",6529,8.68599252331475,NA
"275","Lpin1","LPIN1",11439,15.2181143320872,NA
"276","Smug1","SMUG1",7963,10.5937445953676,NA
"277","Dtna","DTNA",7976,10.6110394188939,NA
"278","Ccdc134","CCDC134",7745,10.3037237085423,NA
"279","Slc29a2","SLC29A2",8091,10.7640320885495,NA
"280","Hunk","HUNK",9103,12.1103675815185,NA
"281","Pak1ip1","PAK1IP1",7042,9.36847286708263,NA
"282","Mroh2b","MROH2B",6973,9.27667726528929,NA
"283","Mis18a","MIS18A",8481,11.2828767943379,NA
"284","Gpr141b","",7244,9.63720781726023,NA
"285","Tmem14c","TMEM14C",5522,7.34630888554818,NA
"286","B4gat1","B4GAT1",6959,9.25805207072253,NA
"287","Cbwd1","CBWD5",9056,12.0478401426158,NA
"288","Cbwd1","CBWD3",9056,12.0478401426158,NA
"289","Cbwd1","CBWD6",9056,12.0478401426158,NA
"290","Gpr141","GPR141",8468,11.2655819708117,NA
"291","Tmem39a","TMEM39A",9486,12.6198996900235,NA
"292","Cbx5","CBX5",13410,17.8402756528796,NA
"293","Elmo1","ELMO1",14890,19.8092247927947,NA
"294","C7","C7",7635,10.1573828940892,NA
"295","Casp7","CASP7",9189,12.224779491,NA
"296","Card6","CARD6",8875,11.8070429842883,NA
"297","Rpl37","RPL37",8459,11.2536086314473,NA
"298","Brms1","BRMS1",6715,8.93344153684463,NA
"299","Cd74","CD74",9166,12.1941809570689,NA
"300","Prkaa1","PRKAA1",8716,11.5955139888515,NA
"301","Gpr50","GPR50",6598,8.77778812510809,NA
"302","Dock8","DOCK8",6636,8.82834222464645,NA
"303","Slc16a2","SLC16A2",7577,10.0802213737411,NA
"304","Srebf2","SREBF2",7803,10.3808852288903,NA
"305","Urb1","URB1",6944,9.23809650511528,NA
"306","Aoah","AOAH",6798,9.04386233320473,NA
"307","Gm10488","SYCP3",7434,9.88997831495204,NA
"308","Mapre2","MAPRE2",11980,15.9378450649886,NA
"309","Vma21","VMA21",7550,10.0443013556481,NA
"310","Rin1","RIN1",4911,6.53345217981295,NA
"311","Myh11","MYH11",75167,100,NA
"312","Mtbp","MTBP",11495,15.2926151103543,NA
"313","Uqcrb","UQCRB",7430,9.88465683079011,NA
"314","Wdr20","",8643,11.4983969028962,NA
"315","Htr2c","HTR2C",7009,9.32457062274668,NA
"316","Gm10767","RAMAC",7493,9.96847020634055,NA
"317","Gm10767","RAMACL",7493,9.96847020634055,NA
"318","Zfp397","ZNF397",7907,10.5192438171006,NA
"319","Olfr263","OR2W1",7360,9.79153085795628,NA
"320","Ntsr2","NTSR2",4936,6.56671145582503,NA
"321","Cd248","CD248",8120,10.8026128487235,NA
"322","Olfr1368","",8112,10.7919698803996,NA
"323","Tmem151a","TMEM151A",8167,10.8651402876262,NA
"324","Zfp35","",8004,10.6482898080275,NA
"325","Zfp24","ZNF24",7439,9.89663017015446,NA
"326","Mak","MAK",9913,13.1879681243099,NA
"327","Ylpm1","YLPM1",9545,12.6983915814121,NA
"328","Kank1","KANK1",11697,15.5613500605319,NA
"329","Rlim","RLIM",10376,13.8039299160536,NA
"330","Ino80c","INO80C",8260,10.9888647943912,NA
"331","Dmrt1","DMRT1",8175,10.8757832559501,NA
"332","Tcof1","TCOF1",7334,9.75694121090372,NA
"333","Dmrt3","DMRT3",5503,7.321031835779,NA
"334","Dmrt2","DMRT2",5717,7.6057312384424,NA
"335","Gm10487","SYCP3",7146,9.50683145529288,NA
"336","Yif1a","YIF1A",6560,8.72723402556973,NA
"337","Prrg3","PRRG3",5441,7.23854883126904,NA
"338","Mok","MOK",8984,11.952053427701,NA
"339","Nexmif","NEXMIF",7658,10.1879814280203,NA
"340","Shisa8","SHISA8",7913,10.5272260433435,NA
"341","Sntb1","SNTB1",6687,8.8961911477111,NA
"342","Srp54a","SRP54",9416,12.5267737171897,NA
"343","Gm21637","SPIN2B",6925,9.21281945534609,NA
"344","Gm21637","SPIN2A",6925,9.21281945534609,NA
"345","Ttc33","TTC33",7327,9.74762861362034,NA
"346","Il13ra2","IL13RA2",13376,17.7950430375032,NA
"347","Trim27","TRIM27",7764,10.3290007583115,NA
"348","Adrb1","ADRB1",6001,7.98355661393963,NA
"349","Cnih2","CNIH2",4714,6.27136908483776,NA
"350","Tnfrsf13c","TNFRSF13C",6514,8.6660369577075,NA
"351","Ccdc186","CCDC186",6377,8.48377612516131,NA
"352","Cnga2","CNGA2",6727,8.94940598933042,NA
"353","Gfm2","GFM2",8946,11.9014993281626,NA
"354","Has2","HAS2",7595,10.1041680524698,NA
"355","Btbd35f2","",6632,8.82302074048452,NA
"356","Zfp839","ZNF839",7547,10.0403102425266,NA
"357","Arhgap31","ARHGAP31",5462,7.26648662311919,NA
"358","Hnrnpa1","HNRNPA1",8944,11.8988385860817,NA
"359","Abcb7","ABCB7",7954,10.5817712560033,NA
"360","Arsi","ARSI",8121,10.803943219764,NA
"361","Rab1b","RAB1B",4957,6.59464924767518,NA
"362","Galnt1","GALNT1",13697,18.2220921414983,NA
"363","Srp54b","SRP54",8760,11.6540503146328,NA
"364","Cep20","CEP20",9696,12.899277608525,NA
"365","Klc2","KLC2",6450,8.58089321111658,NA
"366","Btbd35f21","",5964,7.93433288544175,NA
"367","Uprt","UPRT",8195,10.9023906767597,NA
"368","B4galt4","B4GALT4",10937,14.5502680697647,NA
"369","Gabre","GABRE",6231,8.28954195325076,NA
"370","Fam177a2","FAM177A1",7625,10.1440791836843,NA
"371","Btbd35f5","",6171,8.20971969082177,NA
"372","Btbd35f12","",6117,8.13787965463568,NA
"373","Cinp","CINP",8384,11.1538308034111,NA
"374","Magea10","MAGEA10",6003,7.98621735602059,NA
"375","Ptger4","PTGER4",7360,9.79153085795628,NA
"376","2700062C07Rik","C18orf21",7405,9.85139755477803,NA
"377","Eva1c","EVA1C",10330,13.7427328481914,NA
"378","Zdhhc15","ZDHHC15",7413,9.86204052310189,NA
"379","Rprd1a","RPRD1A",7210,9.59197520188381,NA
"380","Pacs1","PACS1",6829,9.08510383545971,NA
"381","Slc39a6","SLC39A6",7360,9.79153085795628,NA
"382","Btbd35f13","",6053,8.05273590804475,NA
"383","Slc22a22","",12253,16.3010363590405,NA
"384","Btbd35f14","",5743,7.64032088549496,NA
"385","Magee2","MAGEE2",6740,8.96670081285671,NA
"386","Dlst","DLST",6052,8.05140553700427,NA
"387","Gabra3","GABRA3",8675,11.5409687761917,NA
"388","Camk2a","CAMK2A",10142,13.4926230925805,NA
"389","Nfe2","NFE2",9136,12.1542698258544,NA
"390","Upk1b","UPK1B",5913,7.86648396237711,NA
"391","Tex55","TEX55",7924,10.5418601247888,NA
"392","Cenpm","CENPM",9050,12.0398579163729,NA
"393","Cfap298","CFAP298",6210,8.26160416140062,NA
"394","Cfap298","CFAP298-TCP10L",6210,8.26160416140062,NA
"395","Gm10486","SYCP3",10667,14.1910678888342,NA
"396","Sf3b2","SF3B2",6934,9.22479279471044,NA
"397","Igsf11","IGSF11",6953,9.25006984447963,NA
"398","Zhx2","ZHX2",6758,8.9906474915854,NA
"399","Greb1","GREB1",10879,14.4731065494166,NA
"400","Gabrq","GABRQ",6920,9.20616760014368,NA
"401","Lsamp","LSAMP",11086,14.7484933547967,NA
"402","Derl1","DERL1",8563,11.3919672196576,NA
"403","Gcm2","GCM2",7421,9.87268349142576,NA
"404","Gal3st3","GAL3ST3",7526,10.0123724506765,NA
"405","Copz1","COPZ1",10233,13.6136868572645,NA
"406","Mterf3","MTERF3",9181,12.2141365226762,NA
"407","Slc6a7","SLC6A7",4636,6.16760014368007,NA
"408","Cst6","CST6",6532,8.6899836364362,NA
"409","Abcc1","ABCC1",8701,11.5755584232442,NA
"410","Gpr84","",7820,10.4035015365786,NA
"411","Pspc1","PSPC1",9722,12.9338672555776,NA
"412","Zfp385a","ZNF385A",10286,13.6841965224101,NA
"413","Tdrd1","TDRD1",7110,9.45893809783549,NA
"414","Cdx1","CDX1",4885,6.49886253276039,NA
"415","Elp2","ELP2",6406,8.52235688533532,NA
"416","Gpx5","",7269,9.67046709327231,NA
"417","Tbc1d31","TBC1D31",8303,11.0460707491319,NA
"418","Gpx6","GPX6",6529,8.68599252331475,NA
"419","Dach1","DACH1",7643,10.168025862413,NA
"420","Olfr1367","",7114,9.46425958199742,NA
"421","Cetn2","CETN2",8126,10.8105950749664,NA
"422","Sycp2l","SYCP2L",7682,10.2199103329919,NA
"423","Ppp2r3c","PPP2R3C",8727,11.6101480702968,NA
"424","Rps6kl1","RPS6KL1",7082,9.42168770870196,NA
"425","Hexb","HEXB",7558,10.054944323972,NA
"426","E2f6","E2F6",6753,8.98399563638299,NA
"427","Zscan12","ZSCAN12",6989,9.29796320193702,NA
"428","Itga5","ITGA5",7789,10.3622600343236,NA
"429","Zmym5","ZMYM5",9882,13.1467266220549,NA
"430","Enc1","ENC1",8096,10.7706839437519,NA
"431","Pgf","PGF",6142,8.17113893064776,NA
"432","Mocos","MOCOS",6367,8.47047241475648,NA
"433","Ptdss1","PTDSS1",8762,11.6567110567137,NA
"434","Gap43","GAP43",7589,10.0961858262269,NA
"435","Tecpr2","TECPR2",10321,13.730759508827,NA
"436","Mzt1","MZT1",6444,8.57291098487368,NA
"437","Pdgfrb","PDGFRB",4419,5.87890962789522,NA
"438","Snai2","SNAI2",7076,9.41370548245906,NA
"439","Wdhd1","WDHD1",8355,11.1152500432371,NA
"440","Efcab1","EFCAB1",6069,8.07402184469248,NA
"441","Agrp","AGRP",15038,20.0061197067862,NA
"442","Elovl2","ELOVL2",6453,8.58488432423803,NA
"443","Septin3","SEPTIN3",7826,10.4114837628215,NA
"444","Pbdc1","PBDC1",7604,10.1161413918342,NA
"445","Ripor1","RIPOR1",6911,9.19419426077933,NA
"446","Zfp712","ZNF845",8104,10.7813269120758,NA
"447","Synj1","SYNJ1",8802,11.709925898333,NA
"448","Nsdhl","NSDHL",7641,10.1653651203321,NA
"449","Eif2b2","EIF2B2",7886,10.4913060252504,NA
"450","Smim13","SMIM13",7233,9.62257373581492,NA
"451","Csf1r","CSF1R",6014,8.00085143746591,NA
"452","Ctcf","CTCF",7615,10.1307754732795,NA
"453","Zfp708","ZNF429",12965,17.2482605398646,NA
"454","Magee1","MAGEE1",7384,9.82345976292788,NA
"455","Banf1","BANF1",7779,10.3489563239187,NA
"456","Prorp","",9699,12.9032687216465,NA
"457","Prorp","PRORP",9699,12.9032687216465,NA
"458","Zkscan3","ZKSCAN4",7700,10.2438570117206,NA
"459","Eif1ad","EIF1AD",7643,10.168025862413,NA
"460","Nr3c2","NR3C2",8459,11.2536086314473,NA
"461","Gm15080","",4813,6.4030758178456,NA
"462","Vwa2","VWA2",5152,6.8540716005694,NA
"463","Cypt2","",7378,9.81547753668498,NA
"464","Socs4","SOCS4",8396,11.1697952558969,NA
"465","Wbp2nl","WBP2NL",8448,11.238974550002,NA
"466","Fgf16","FGF16",5964,7.93433288544175,NA
"467","Zmym2","ZMYM2",8037,10.6921920523634,NA
"468","Naga","NAGA",5734,7.62834754613062,NA
"469","Gm15107","",4424,5.88556148309764,NA
"470","Hmgxb3","HMGXB3",8015,10.6629238894728,NA
"471","Rslcan18","ZNF429",7933,10.5538334641532,NA
"472","Gm15114","",7061,9.39374991685181,NA
"473","Ankrd9","ANKRD9",7049,9.37778546436601,NA
"474","Nedd9","NEDD9",11486,15.2806417709899,NA
"475","Sart1","SART1",6773,9.01060305719265,NA
"476","Zfp185","ZNF185",4708,6.26338685859486,NA
"477","Bora","BORA",6439,8.56625912967126,NA
"478","Ube2v2","UBE2V2",9331,12.4136921787487,NA
"479","Psma6","PSMA6",10333,13.7467239613128,NA
"480","Pheta2","PHETA2",6066,8.07003073157103,NA
"481","Pgbd1","PGBD1",8142,10.8318810116141,NA
"482","Mcm4","MCM4",7961,10.5910838532867,NA
"483","Slc26a2","SLC26A2",9466,12.5932922692139,NA
"484","Pcm1","PCM1",7631,10.1520614099272,NA
