"","mgi_symbol","hsapiens_homolog_associated_gene_name","Associated_Myh11_TFs","Frequency","% of Myh11 TFs that bind Mouse gene’s PPR","HumanCarotid_scRNA-seq_cluster"
"54","Rbm31y","",NA,8936,11.8307472329609,NA
"55","Gm20831","SPIN2B",NA,7109,9.41190488799449,NA
"56","Gm20831","SPIN2A",NA,7109,9.41190488799449,NA
"57","Srsy","",NA,6755,8.94322935974157,NA
"58","Ssty1","SPIN2B",NA,6872,9.09813059365567,NA
"59","Ssty1","SPIN2A",NA,6872,9.09813059365567,NA
"60","Gm20865","SPIN2B",NA,8060,10.6709738918604,NA
"61","Gm20865","SPIN2A",NA,8060,10.6709738918604,NA
"62","Zfy1","ZNF586",NA,8732,11.5606630302388,NA
"63","Zfy1","",NA,8732,11.5606630302388,NA
"64","Zfy1","ZNF419",NA,8732,11.5606630302388,NA
"65","Zfy1","ZNF793",NA,8732,11.5606630302388,NA
"66","Zfy1","ZNF304",NA,8732,11.5606630302388,NA
"67","Zfy1","ZNF773",NA,8732,11.5606630302388,NA
"68","Zfy1","ZNF587B",NA,8732,11.5606630302388,NA
"69","Zfy1","ZNF552",NA,8732,11.5606630302388,NA
"70","Zfy1","ZNF837",NA,8732,11.5606630302388,NA
"71","Zfy1","ZNF584",NA,8732,11.5606630302388,NA
"72","Zfy1","ZNF418",NA,8732,11.5606630302388,NA
"73","Zfy1","ZNF549",NA,8732,11.5606630302388,NA
"74","Zfy1","ZNF134",NA,8732,11.5606630302388,NA
"75","Zfy1","ZNF772",NA,8732,11.5606630302388,NA
"76","Zfy1","ZNF256",NA,8732,11.5606630302388,NA
"77","Zfy1","ZNF154",NA,8732,11.5606630302388,NA
"78","Zfy1","ZNF792",NA,8732,11.5606630302388,NA
"79","Zfy1","ZNF561",NA,8732,11.5606630302388,NA
"80","Zfy1","ZNF562",NA,8732,11.5606630302388,NA
"81","Zfy1","ZNF548",NA,8732,11.5606630302388,NA
"82","Zfy1","ZNF610",NA,8732,11.5606630302388,NA
"83","Zfy1","ZNF480",NA,8732,11.5606630302388,NA
"84","Uba1y","",NA,7421,9.82497484509877,NA
"85","Kdm5d","KDM5D",NA,8577,11.3554519938569,NA
"86","Eif2s3y","",NA,7384,9.77598898480114,NA
"87","Uty","UTY",NA,10325,13.669702907377,NA
"88","Ddx3y","DDX3Y",NA,7907,10.4684107398189,NA
"89","Usp9y","USP9Y",NA,8013,10.6087486098607,NA
"90","Zfy2","ZNF586",NA,12170,16.1123762114071,NA
"91","Zfy2","",NA,12170,16.1123762114071,NA
"92","Zfy2","ZNF419",NA,12170,16.1123762114071,NA
"93","Zfy2","ZNF793",NA,12170,16.1123762114071,NA
"94","Zfy2","ZNF304",NA,12170,16.1123762114071,NA
"95","Zfy2","ZNF773",NA,12170,16.1123762114071,NA
"96","Zfy2","ZNF587B",NA,12170,16.1123762114071,NA
"97","Zfy2","ZNF552",NA,12170,16.1123762114071,NA
"98","Zfy2","ZNF837",NA,12170,16.1123762114071,NA
"99","Zfy2","ZNF584",NA,12170,16.1123762114071,NA
"100","Zfy2","ZNF418",NA,12170,16.1123762114071,NA
"101","Zfy2","ZNF549",NA,12170,16.1123762114071,NA
"102","Zfy2","ZNF134",NA,12170,16.1123762114071,NA
"103","Zfy2","ZNF772",NA,12170,16.1123762114071,NA
"104","Zfy2","ZNF256",NA,12170,16.1123762114071,NA
"105","Zfy2","ZNF154",NA,12170,16.1123762114071,NA
"106","Zfy2","ZNF792",NA,12170,16.1123762114071,NA
"107","Zfy2","ZNF561",NA,12170,16.1123762114071,NA
"108","Zfy2","ZNF562",NA,12170,16.1123762114071,NA
"109","Zfy2","ZNF548",NA,12170,16.1123762114071,NA
"110","Zfy2","ZNF610",NA,12170,16.1123762114071,NA
"111","Zfy2","ZNF480",NA,12170,16.1123762114071,NA
"112","Rbmy","RBMY1J",NA,13085,17.3237832971456,NA
"113","Rbmy","RBMY1E",NA,13085,17.3237832971456,NA
"114","Rbmy","RBMY1B",NA,13085,17.3237832971456,NA
"115","Rbmy","RBMY1F",NA,13085,17.3237832971456,NA
"116","Rbmy","RBMY1A1",NA,13085,17.3237832971456,NA
"117","Rbmy","RBMY1D",NA,13085,17.3237832971456,NA
"118","Chst9","CHST9",NA,12211,16.1666578403855,NA
"119","Cdh2","CDH2",NA,11763,15.5735317481332,NA
"120","Cep120","CEP120",NA,7893,10.449875549436,NA
"121","Csnk1g3","CSNK1G3",NA,6067,8.03235714663984,NA
"122","Dsc3","DSC3",NA,8671,11.4799025578563,NA
"123","Zfp608","ZNF608",NA,8383,11.0986072128369,NA
"124","Gramd3","GRAMD2B",NA,12106,16.0276439125139,NA
"125","Dsc2","DSC2",NA,7890,10.4459037229254,NA
"126","Dsc1","DSC1",NA,7170,9.49266536037706,NA
"127","Dsg1c","DSG1",NA,8153,10.7941005136896,NA
"128","Dsg1a","DSG1",NA,7312,9.68066514854631,NA
"129","Dsg1b","DSG1",NA,5910,7.82449822591749,NA
"130","Aldh7a1","ALDH7A1",NA,11773,15.5867711698353,NA
"131","Dsg4","DSG4",NA,7133,9.44367950007944,NA
"132","Phax","PHAX",NA,11753,15.5602923264312,NA
"133","Gpr50","GPR50",NA,6599,8.73669438118943,NA
"134","Tex43","TEX43",NA,8724,11.5500714928772,NA
"135","Slc16a2","SLC16A2",NA,7587,10.044749245353,NA
"136","Lmnb1","LMNB1",NA,8550,11.3197055552613,NA
"137","Gm10488","SYCP3",NA,7437,9.84615791982206,NA
"138","Marchf3","MARCHF3",NA,6988,9.25170788539956,NA
"139","Vma21","VMA21",NA,7605,10.0685802044167,NA
"140","Dsg3","DSG3",NA,7421,9.82497484509877,NA
"141","Lratd1","LRATD1",NA,6752,8.93925753323095,NA
"142","Htr2c","HTR2C",NA,7010,9.2808346131441,NA
"143","C330018D20Rik","C5orf63",NA,7263,9.61579198220622,NA
"144","Rlim","RLIM",NA,10377,13.7385479002277,NA
"145","Trib2","TRIB2",NA,7400,9.79717205952444,NA
"146","Dsg2","DSG2",NA,7797,10.3227771010962,NA
"147","Heatr5a","HEATR5A",NA,8670,11.4785786156861,NA
"148","Ttr","TTR",NA,8475,11.2204098924959,NA
"149","Gm10487","SYCP3",NA,7149,9.46486257480273,NA
"150","B4galt6","B4GALT6",NA,7260,9.6118201556956,NA
"151","Prrg3","PRRG3",NA,5451,7.21680876979294,NA
"152","Megf10","MEGF10",NA,10065,13.3254779431234,NA
"153","Nexmif","NEXMIF",NA,7662,10.1440449081184,NA
"154","Dtd2","DTD2",NA,7261,9.61314409786581,NA
"155","Gm21637","SPIN2B",NA,6927,9.170947413017,NA
"156","Gm21637","SPIN2A",NA,6927,9.170947413017,NA
"157","Gpr33","GPR33",NA,7466,9.88455224275804,NA
"158","Vrtn","VRTN",NA,9129,12.0862680718106,NA
"159","Il13ra2","IL13RA2",NA,13425,17.7739236350156,NA
"160","Prrc1","PRRC1",NA,5763,7.62987872689721,NA
"161","Cnga2","CNGA2",NA,6735,8.91675051633745,NA
"162","Ctxn3","CTXN3",NA,7524,9.96134088862998,NA
"163","Btbd35f2","",NA,6680,8.84393369697612,NA
"164","Trappc8","TRAPPC8",NA,9154,12.1193666260658,NA
"165","Syndig1l","SYNDIG1L",NA,8354,11.060212889901,NA
"166","Abcb7","ABCB7",NA,7964,10.5438754435206,NA
"167","Nubpl","NUBPL",NA,7128,9.43705978922841,NA
"168","Npc2","NPC2",NA,7433,9.84086215114124,NA
"169","Btbd35f21","",NA,5965,7.89731504527882,NA
"170","Uprt","UPRT",NA,8245,10.9159031933485,NA
"171","Gabre","GABRE",NA,6285,8.32097653974474,NA
"172","Ccdc192","CCDC192",NA,7852,10.3955939204576,NA
"173","Btbd35f5","",NA,6173,8.17269501668167,NA
"174","Isca2","ISCA2",NA,7437,9.84615791982206,NA
"175","Btbd35f12","",NA,6118,8.09987819732034,NA
"176","Magea10","MAGEA10",NA,6057,8.01911772493778,NA
"177","Arhgap5","ARHGAP5",NA,11584,15.3365460996664,NA
"178","Zdhhc15","ZDHHC15",NA,7416,9.81835513424774,NA
"179","Slc12a2","SLC12A2",NA,7252,9.60122861833395,NA
"180","Dio3","DIO3",NA,5007,6.62897844622147,NA
"181","Btbd35f13","",NA,6054,8.01514589842716,NA
"182","Btbd35f14","",NA,5745,7.6060477678335,NA
"183","Akap6","AKAP6",NA,12060,15.9667425726844,NA
"184","Magee2","MAGEE2",NA,6751,8.93793359106074,NA
"185","Rnf138","RNF138",NA,9039,11.9671132764921,NA
"186","Gabra3","GABRA3",NA,8698,11.5156489964518,NA
"187","Npas3","NPAS3",NA,5886,7.79272361383255,NA
"188","Mep1b","MEP1B",NA,10279,13.6088015675475,NA
"189","Egln3","EGLN3",NA,7253,9.60255256050416,NA
"190","Gm10486","SYCP3",NA,10671,14.1277868982683,NA
"191","Garem1","GAREM1",NA,7432,9.83953820897103,NA
"192","Sptssa","SPTSSA",NA,8653,11.4560715987926,NA
"193","Ltbp2","LTBP2",NA,5653,7.48424508817455,"NASMC3 "
"194","Fbn2","FBN2",NA,8039,10.6431711062861,NA
"195","Gabrq","GABRQ",NA,6928,9.17227135518721,NA
"196","Klhl14","KLHL14",NA,7350,9.73097495101414,NA
"197","Eapp","EAPP",NA,8314,11.0072552030927,NA
"198","Slc27a6","SLC27A6",NA,7492,9.91897473918339,NA
"199","Cetn2","CETN2",NA,8128,10.7610019594344,NA
"200","Isoc1","ISOC1",NA,6648,8.80156754752952,NA
"201","Adamts19","ADAMTS19",NA,7744,10.2526081660753,NA
"202","Ppp2r5c","PPP2R5C",NA,10901,14.4322935974157,NA
"203","Ccdc178","CCDC178",NA,9362,12.3947465974686,NA
"204","Pbdc1","PBDC1",NA,7613,10.0791717417783,NA
"205","Minar2","MINAR2",NA,9515,12.5973097495101,NA
"206","Nsdhl","NSDHL",NA,7643,10.1188900068845,NA
"207","Snx6","SNX6",NA,9627,12.7455912725732,NA
"208","Chsy3","CHSY3",NA,7575,10.0288619393105,NA
"209","Magee1","MAGEE1",NA,7389,9.78260869565217,NA
"210","Gm4951","",NA,6288,8.32494836625536,NA
"211","Gm4841","",NA,6107,8.08531483344808,NA
"212","F830016B08Rik","",NA,7785,10.3068897950538,NA
"213","Asxl3","ASXL3",NA,7585,10.0421013610126,NA
"214","Arel1","AREL1",NA,13874,18.3683736694381,NA
"215","Gm15080","",NA,4814,6.37345760737171,NA
"216","Cypt2","",NA,7384,9.77598898480114,NA
"217","Fgf16","FGF16",NA,5967,7.89996292961923,NA
"218","Iigp1","",NA,8411,11.1356775936027,NA
"219","Gm15107","",NA,4425,5.85844410316157,NA
"220","Smim3","SMIM3",NA,7166,9.48736959169623,NA
"221","Dctn4","DCTN4",NA,7102,9.40263729280305,NA
"222","Gm15114","",NA,7064,9.35232749033522,NA
"223","Zfp185","ZNF185",NA,4714,6.24106339035111,NA
"224","Dync1h1","DYNC1H1",NA,6903,9.13917280093206,NA
"225","Nol4","NOL4",NA,7948,10.5226923687973,NA
"226","Gm15127","",NA,4703,6.22650002647884,NA
"227","Cfl2","CFL2",NA,8763,11.6017052375152,NA
"228","Pnma5","PNMA5",NA,7051,9.33511624212255,NA
"229","Pnma3","PNMA3",NA,6614,8.75655351374252,NA
"230","1700001K19Rik","",NA,9404,12.4503521686173,NA
"231","Xlr4a","",NA,5974,7.90923052481068,NA
"232","Fcf1","",NA,8949,11.8479584811735,NA
"233","Luzp4","",NA,5248,6.94804850924112,NA
"234","Rbm22","RBM22",NA,7945,10.5187205422867,NA
"235","Baz1a","BAZ1A",NA,14718,19.485780861092,NA
"236","Dock11","DOCK11",NA,6580,8.71153947995552,NA
"237","Myoz3","MYOZ3",NA,7427,9.83291849812,NA
"238","Synpo","SYNPO",NA,11620,15.3842080177938,NA
"239","Ndst1","NDST1",NA,13662,18.0876979293544,NA
"240","Hsp90aa1","HSP90AA1",NA,10059,13.3175342901022,NA
"241","Smug1","SMUG1",NA,7969,10.5504951543717,NA
"242","Ccdc134","CCDC134",NA,7754,10.2658475877774,NA
"243","Rps14","RPS14",NA,12556,16.6234178891066,NA
"244","Mroh2b","MROH2B",NA,6987,9.25038394322936,NA
"245","2700097O09Rik","",NA,9415,12.4649155324895,NA
"246","Dtna","DTNA",NA,7982,10.5677064025843,NA
"247","Xlr3a","",NA,5949,7.87613197055553,NA
"248","Lpin1","LPIN1",NA,11457,15.1684054440502,NA
"249","Cbx5","CBX5",NA,13416,17.7620081554838,NA
"250","Ott","",NA,4106,5.43610655086586,NA
"251","C7","C7",NA,7636,10.1096224116931,"NASMC6 "
"252","Card6","CARD6",NA,8882,11.7592543557697,NA
"253","Rpl37","RPL37",NA,8509,11.2654239262829,NA
"254","Prkaa1","PRKAA1",NA,8721,11.5460996663666,NA
"255","Gm15093","",NA,8558,11.330297092623,NA
"256","Il13ra1","IL13RA1",NA,6839,9.05444050203887,NA
"257","Srebf2","SREBF2",NA,7807,10.3360165227983,NA
"258","Gm15085","",NA,4676,6.19075358788328,NA
"259","Cd74","CD74",NA,9172,12.1431975851295,"NASMC7 "
"260","Zcchc12","ZCCHC12",NA,9712,12.8581263570407,NA
"261","Zcchc12","ZCCHC18",NA,9712,12.8581263570407,NA
"262","Mtbp","MTBP",NA,11507,15.2346025525605,NA
"263","Gm10439","",NA,4575,6.05703542869247,NA
"264","Xlr5a","FAM9C",NA,5728,7.58354075094,NA
"265","Xlr5a","FAM9B",NA,5728,7.58354075094,NA
"266","Xlr5a","FAM9A",NA,5728,7.58354075094,NA
"267","Mapre2","MAPRE2",NA,11994,15.8793623894508,NA
"268","Pwwp4a","PWWP4",NA,4607,6.09940157813907,NA
"269","Pwwp4b","PWWP4",NA,6821,9.03060954297516,NA
"270","Lonrf3","LONRF3",NA,6161,8.1568077106392,NA
"271","Wdr20","WDR20",NA,8646,11.4468040036011,NA
"272","Shisa8","SHISA8",NA,7925,10.4922416988826,NA
"273","Ntsr2","NTSR2",NA,4940,6.54027432081767,NA
"274","Sntb1","SNTB1",NA,6690,8.85717311867818,NA
"275","Gm15097","",NA,5560,7.36111846634539,NA
"276","Zfp397","ZNF397",NA,7955,10.5319599639888,NA
"277","Ylpm1","YLPM1",NA,9596,12.7045490652968,NA
"278","Zfp35","",NA,8006,10.5994810146693,NA
"279","Ttc33","TTC33",NA,7332,9.70714399195043,NA
"280","Zfp24","ZNF24",NA,7440,9.85012974633268,NA
"281","Pgrmc1","PGRMC1",NA,6953,9.20536990944236,NA
"282","Ino80c","INO80C",NA,8265,10.9423820367526,NA
"283","Gm15091","",NA,5774,7.64444209076948,NA
"284","Tnfrsf13c","TNFRSF13C",NA,6518,8.62945506540274,NA
"285","Tcof1","TCOF1",NA,7346,9.72567918233332,NA
"286","Has2","HAS2",NA,7601,10.0632844357358,NA
"287","Atrx","ATRX",NA,9651,12.7773658846582,NA
"288","Hnrnpa1","HNRNPA1",NA,8948,11.8466345390033,NA
"289","Mok","MOK",NA,8990,11.902240110152,NA
"290","Krtap20-2","",NA,8121,10.751734364243,NA
"291","Krtap21-1","",NA,6734,8.91542657416724,NA
"292","Srp54a","SRP54",NA,9422,12.474183127681,NA
"293","Krtap6-2","",NA,7523,9.96001694645978,NA
"294","Ifitm7","",NA,9049,11.9803526981941,NA
"295","Krtap8-1","KRTAP8-1",NA,7335,9.71111581846105,NA
"296","Krtap7-1","KRTAP7-1",NA,7402,9.79981994386485,NA
"297","Krtap11-1","KRTAP11-1",NA,7003,9.27156701795266,NA
"298","Bmerb1","BMERB1",NA,9033,11.9591696234708,NA
"299","Ptger4","PTGER4",NA,7362,9.74686225705661,NA
"300","Rabl3","RABL3",NA,7851,10.3942699782873,NA
"301","Hgd","HGD",NA,8279,10.9609172271355,NA
"302","Zfp839","ZNF839",NA,7552,9.99841126939575,NA
"303","Slc22a22","",NA,12309,16.2964041730657,NA
"304","Srp54b","SRP54",NA,8764,11.6030291796854,NA
"305","Ndufb4","NDUFB4",NA,8487,11.2362971985384,NA
"306","Nfe2","NFE2",NA,9141,12.1021553778531,NA
"307","Marf1","MARF1",NA,10379,13.7411957845681,NA
"308","Arsi","ARSI",NA,8181,10.8311708944553,NA
"309","Galnt1","GALNT1",NA,13708,18.1485992691839,NA
"310","Cenpm","CENPM",NA,9053,11.985648466875,NA
"311","Fam177a2","FAM177A1",NA,7634,10.1069745273526,NA
"312","Akap17b","",NA,6568,8.69565217391304,NA
"313","Cinp","CINP",NA,8390,11.1078748080284,NA
"314","Fstl1","FSTL1",NA,8110,10.7371710003707,"NASMC4 "
"315","Xlr5b","FAM9C",NA,5242,6.94010485621988,NA
"316","Xlr5b","FAM9B",NA,5242,6.94010485621988,NA
"317","Xlr5b","FAM9A",NA,5242,6.94010485621988,NA
"318","Gm36028","BTN3A1",NA,5844,7.7371180426839,NA
"319","Lrrc58","LRRC58",NA,8011,10.6061007255203,NA
"320","Zhx2","ZHX2",NA,6769,8.96176455012445,NA
"321","Gpr156","GPR156",NA,7014,9.28613038182492,NA
"322","Derl1","DERL1",NA,8569,11.3448604564953,NA
"323","Gsk3b","GSK3B",NA,6993,9.2583275962506,NA
"324","Slc25a43","SLC25A43",NA,9315,12.3325213154689,NA
"325","2700062C07Rik","C18orf21",NA,7420,9.82365090292856,NA
"326","Dlst","DLST",NA,6053,8.01382195625695,NA
"327","Spin2d","SPIN2B",NA,5429,7.1876820420484,NA
"328","Spin2d","SPIN2A",NA,5429,7.1876820420484,NA
"329","Copz1","COPZ1",NA,10238,13.5545199385691,NA
"330","Slc25a5","SLC25A5",NA,8855,11.7235079171742,NA
"331","Rprd1a","RPRD1A",NA,7216,9.55356670020653,NA
"332","Xlr3b","",NA,6142,8.13165280940528,NA
"333","Slc39a6","SLC39A6",NA,7416,9.81835513424774,NA
"334","Gpr84","",NA,7822,10.3558756553514,NA
"335","Nr1i2","NR1I2",NA,6882,9.11137001535773,NA
"336","Zfp385a","ZNF385A",NA,10293,13.6273367579304,NA
"337","Tmem29","FAM156B",NA,13224,17.5078112588042,NA
"338","Tmem29","FAM156A",NA,13224,17.5078112588042,NA
"339","Tbc1d31","TBC1D31",NA,8305,10.9953397235609,NA
"340","Nde1","NDE1",NA,9198,12.1776200815548,NA
"341","Camk2a","CAMK2A",NA,10149,13.4366890854207,NA
"342","Steep1","STEEP1",NA,10552,13.9702377800138,NA
"343","Greb1","GREB1",NA,10889,14.4164062913732,NA
"344","Itga5","ITGA5",NA,7793,10.3174813324154,NA
"345","Magt1","MAGT1",NA,10368,13.7266324206959,NA
"346","Tiam1","TIAM1",NA,15405,20.3953291320235,NA
"347","Septin3","SEPTIN3",NA,7833,10.3704390192236,NA
"348","Ppp2r3c","PPP2R3C",NA,8730,11.5580151458984,NA
"349","Slc6a7","SLC6A7",NA,4639,6.14176772758566,NA
"350","Rps6kl1","RPS6KL1",NA,7085,9.38013027590955,NA
"351","Cdx1","CDX1",NA,4889,6.47275327013716,NA
"352","Elp2","ELP2",NA,6415,8.49308902187152,NA
"353","Xlr4b","",NA,6544,8.6638775618281,NA
"354","E2f6","E2F6",NA,6756,8.94455330191177,NA
"355","Cfap91","",NA,8329,11.0271143356458,NA
"356","Cfap91","CFAP91",NA,8329,11.0271143356458,NA
"357","Pgf","PGF",NA,6153,8.14621617327755,"NASMC6 "
"358","Wbp2nl","WBP2NL",NA,8451,11.188635280411,NA
"359","Naga","NAGA",NA,5748,7.61001959434412,NA
"360","Tecpr2","TECPR2",NA,10328,13.6736747338876,NA
"361","Cox17","COX17",NA,7631,10.103002700842,NA
"362","Cox7b","",NA,9982,13.2155907429963,NA
"363","Sod1","SOD1",NA,8233,10.900015887306,NA
"364","F8a","F8A2",NA,6324,8.37261028438278,NA
"365","F8a","F8A3",NA,6324,8.37261028438278,NA
"366","F8a","F8A1",NA,6324,8.37261028438278,NA
"367","Popdc2","POPDC2",NA,5954,7.88275168140656,NA
"368","Ube2a","UBE2A",NA,8001,10.5928613038182,NA
"369","Pla1a","PLA1A",NA,8371,11.0827199067945,NA
"370","Mocos","MOCOS",NA,6372,8.43615950855267,NA
"371","Adprh","ADPRH",NA,5920,7.83773764761955,NA
"372","Pheta2","PHETA2",NA,6078,8.0469205105121,NA
"373","Cd80","CD80",NA,6653,8.80818725838055,NA
"374","Eif2b2","EIF2B2",NA,7892,10.4485516072658,NA
"375","Smdt1","SMDT1",NA,7761,10.2751151829688,NA
"376","Pdgfrb","PDGFRB",NA,4421,5.85314833448075,NA
"377","Timmdc1","TIMMDC1",NA,8735,11.5646348567495,NA
"378","Gtsf1","GTSF1",NA,9810,12.9878726897209,NA
"379","Prorp","PRORP",NA,9704,12.8475348196791,NA
"380","Prorp","",NA,9704,12.8475348196791,NA
"381","Apex2","APEX2",NA,8259,10.9344383837314,NA
"382","Poglut1","POGLUT1",NA,9351,12.3801832335964,NA
"383","Pspc1","PSPC1",NA,9727,12.8779854895938,NA
"384","Scaf4","SCAF4",NA,9605,12.7164645448287,NA
"385","Dach1","DACH1",NA,7645,10.1215378912249,NA
"386","Csf1r","CSF1R",NA,6017,7.96616003812953,NA
"387","Ankrd9","ANKRD9",NA,7051,9.33511624212255,NA
"388","Ndufa6","NDUFA6",NA,5895,7.8046390933644,NA
"389","Nkrf","NKRF",NA,8465,11.2071704707938,NA
"390","Psma6","PSMA6",NA,10340,13.6895620399301,NA
"391","Xlr4c","",NA,6817,9.02531377429434,NA
"392","Gtsf2","",NA,8065,10.6775936027114,NA
"393","Cyp2d22","CYP2D6",NA,7209,9.54429910501509,NA
"394","Klf9","KLF9",NA,6536,8.65328602446645,NA
"395","Zmym5","ZMYM5",NA,9884,13.0858444103162,NA
"396","Rcor1","RCOR1",NA,6906,9.14314462744267,NA
"397","Rbm14","RBM14",NA,8864,11.735423396706,NA
"398","Hunk","HUNK",NA,9109,12.0597892284065,NA
"399","Xlr3c","",NA,5352,7.08573849494254,NA
"400","Cyp2d11","CYP2D6",NA,6850,9.06900386591114,NA
"401","Hmgxb3","HMGXB3",NA,8040,10.6444950484563,NA
"402","Habp2","HABP2",NA,5201,6.88582322724143,NA
"403","Nckap1l","NCKAP1L",NA,8288,10.9728327066674,NA
"404","Xlr5c","FAM9C",NA,4242,5.61616268601388,NA
"405","Xlr5c","FAM9B",NA,4242,5.61616268601388,NA
"406","Xlr5c","FAM9A",NA,4242,5.61616268601388,NA
"407","Mlh3","MLH3",NA,8214,10.8748609860721,NA
"408","Mzt1","MZT1",NA,6459,8.55134247736059,NA
"409","Alas2","ALAS2",NA,7769,10.2857067203305,NA
"410","Wdhd1","WDHD1",NA,8356,11.0628607742414,NA
"411","Mis18a","MIS18A",NA,8491,11.2415929672192,NA
"412","Tmem39a","TMEM39A",NA,9499,12.5761266747868,NA
"413","Nfkbia","NFKBIA",NA,7099,9.39866546629243,"NASMC7 SMC9 "
"414","Slc26a2","SLC26A2",NA,9473,12.5417041783615,NA
"415","Fer1l6","FER1L6",NA,7431,9.83821426680083,NA
"416","Aldoart2","ALDOA",NA,8117,10.7464385955621,NA
"417","Insm2","INSM2",NA,7964,10.5438754435206,NA
"418","Atp7a","ATP7A",NA,8225,10.8894243499444,NA
"419","Fhod3","FHOD3",NA,7074,9.36556691203728,NA
"420","Acyp1","",NA,9703,12.8462108775089,NA
"421","Cyp2d10","CYP2D6",NA,6467,8.56193401472224,NA
"422","Rock2","ROCK2",NA,7908,10.4697346819891,NA
"423","Ccs","CCS",NA,8313,11.0059312609225,NA
"424","Socs4","SOCS4",NA,8397,11.1171424032198,NA
"425","Tmem65","TMEM65",NA,6598,8.73537043901922,NA
"426","Zmym2","ZMYM2",NA,8063,10.674945718371,NA
"427","Urb1","URB1",NA,6948,9.19875019859133,NA
"428","Ccdc87","CCDC87",NA,8304,10.9940157813907,NA
"429","Ctsf","CTSF",NA,7698,10.1917068262458,NA
"430","Trmt12","TRMT12",NA,7338,9.71508764497167,NA
"431","Rnf139","RNF139",NA,7893,10.449875549436,NA
"432","Tlr13","",NA,7761,10.2751151829688,NA
"433","Zfp275","",NA,6924,9.16697558650638,NA
"434","Dab2","DAB2",NA,12815,16.96631891119,NA
"435","Bora","BORA",NA,6454,8.54472276650956,NA
